단축코드,한글 종목약명,시장구분
009470,삼화전기,P
011230,삼화전자,P
001820,삼화콘덴서,P
027580,상보,Q
038540,상상인,Q
001290,상상인증권,P
041650,상신브레이크,P
091580,상신이디피,Q
263810,상신전자,Q
089980,상아프론테크,Q
042940,상지건설,Q
042600,새로닉스,Q
075180,새론오토모티브,P
107600,새빗켐,Q
411080,샌즈랩,Q
252990,샘씨엔에스,Q
007540,샘표,P
248170,샘표식품,P
378800,샤페론,Q
294630,서남,Q
038070,서린바이오,Q
006730,서부T&D,Q
079650,서산,Q
100660,서암기계공업,Q
007860,서연,P
200880,서연이화,P
019770,서연탑메탈,Q
017390,서울가스,P
092190,서울바이오시스,Q
046890,서울반도체,Q
031210,서울보증보험,P
004415,서울식품우,P
004410,서울식품,P
063170,서울옥션,Q
027040,서울전자통신,Q
018680,서울제약,Q
036120,서울평가정보,Q
021050,서원,P
093920,서원인텍,Q
189860,서전기전,Q
178320,서진시스템,Q
122690,서진오토모티브,Q
140070,서플러스글로벌,Q
011370,서한,Q
065710,서호전기,Q
008490,서흥,P
035890,서희건설,Q
357550,석경에이티,Q
003100,선광,Q
007610,선도전기,P
067370,선바이오,Q
002820,SUN&L,P
171090,선익시스템,Q
136490,선진,P
086710,선진뷰티사이언스,Q
014620,성광벤드,Q
037350,성도이엔지,Q
014915,성문전자우,P
014910,성문전자,P
004985,성신양회우,P
004980,성신양회,P
458650,성우,Q
081580,성우전자,Q
045300,성우테크론,Q
015750,성우하이텍,Q
365340,성일하이텍,Q
000180,성창기업지주,P
080470,성창오토텍,Q
043260,성호전자,Q
148150,세경하이테크,Q
002420,세기상사,P
061090,세나테크놀로지,Q
188260,세니젠,Q
053060,세동,Q
340440,세림B&G,Q
017510,세명전기,Q
490470,세미파이브,Q
004365,세방우,P
004360,세방,P
004490,세방전지,P
011560,세보엠이씨,Q
267080,세븐브로이맥주,X
396300,세아메카닉스,Q
001430,세아베스틸지주,P
306200,세아제강,P
003030,세아제강지주,P
058650,세아홀딩스,P
013000,세우글로벌,P
100700,세운메디칼,Q
024830,세원물산,Q
021820,세원정공,P
067830,세이브존I&C,P
258830,세종메디칼,Q
036630,세종텔레콤,Q
039310,세중,Q
075580,세진중공업,P
067770,세진티에스,Q
053450,세코닉스,Q
252500,세화피앤씨,Q
321370,센서뷰,Q
347000,센코,Q
331920,셀레믹스,Q
352770,셀레스트라,Q
471820,셀로맥스사이언스,Q
049180,셀루메드,Q
299660,셀리드,Q
108860,셀바스AI,Q
208370,셀바스헬스케어,Q
318160,셀바이오휴먼텍,Q
308430,셀비온,Q
068270,셀트리온,P
068760,셀트리온제약,Q
068940,셀피글로벌,Q
007720,소노스퀘어,Q
290690,소룩스,Q
950200,소마젠,Q
032680,소프트센,Q
032685,소프트센우,Q
258790,소프트캠프,Q
066910,손오공,Q
215090,솔디펜스,Q
238500,솔루믹스,X
33637K,솔루스첨단소재1우,P
33637L,솔루스첨단소재2우B,P
336370,솔루스첨단소재,P
248070,솔루엠,P
035610,솔본,Q
357780,솔브레인,Q
036830,솔브레인홀딩스,Q
304100,솔트룩스,Q
328380,솔트웨어,Q
004430,송원산업,P
086980,쇼박스,Q
017550,수산세보틱스,P
050960,수산아이앤티,Q
126720,수산인더스트리,P
084180,수성웹툰,Q
253840,수젠텍,Q
067160,SOOP,Q
298830,슈어소프트테크,Q
236200,슈프리마,Q
094840,슈프리마에이치큐,Q
192440,슈피겐코리아,Q
424960,스마트레이더시스템,Q
099440,스맥,Q
066590,스모트로닉,Q
357880,SKAI,Q
276040,스코넥,Q
060240,스타코링크,Q
115570,스타플렉스,Q
330730,스톤브릿지벤처스,Q
352090,스톰테크,Q
253450,스튜디오드래곤,Q
408900,스튜디오미르,Q
415380,스튜디오삼익,Q
026890,스틱인베스트먼트,P
013810,스페코,Q
347700,스피어,Q
049830,승일,Q
020710,시공테크,Q
033170,시그네틱스,Q
048870,시너지이노베이션,Q
025320,시노펙스,Q
134790,시디즈,P
340810,시선AI,Q
269620,시스웍,Q
000480,CR홀딩스,P
056090,시지메드텍,Q
429270,시지트로닉스,Q
418250,시큐레터,Q
131090,시큐브,Q
462870,시프트업,P
016590,신대양제지,P
290520,신도기연,Q
029530,신도리코,P
004970,신라교역,P
001000,신라섬유,Q
025870,신라에스지,Q
215600,신라젠,Q
065350,신성델타테크,Q
416180,신성에스티,Q
011930,신성이엔지,P
004170,신세계,P
035510,신세계 I&C,P
031430,신세계인터내셔날,P
031440,신세계푸드,P
006880,신송홀딩스,P
162300,신스틸,Q
002800,신신제약,Q
005800,신영와코루,P
001720,신영증권,P
472220,신영스팩10호,Q
0091W0,신영스팩11호,Q
009270,신원,P
017000,신원종합개발,Q
002700,신일전자,P
012790,신일제약,Q
138070,신진에스엠,Q
226330,신테카바이오,Q
002870,신풍,P
019175,신풍제약우,P
019170,신풍제약,P
481850,신한글로벌액티브리츠,P
055550,신한지주,P
404990,신한서부티엔디리츠,P
293940,신한알파리츠,P
474660,신한제12호스팩,Q
474930,신한제13호스팩,Q
487360,신한제14호스팩,Q
487830,신한제15호스팩,Q
496070,신한제16호스팩,Q
0130D0,신한제17호스팩,Q
0129K0,신한제18호스팩,Q
056700,신화인터텍,Q
187270,신화콘텍,Q
095190,신화프리텍,Q
004080,신흥,P
243840,신흥에스이씨,Q
257720,실리콘투,Q
222800,심텍,Q
036710,심텍홀딩스,Q
444530,심플랫폼,Q
234030,싸이닉솔루션,Q
160980,싸이맥스,Q
356890,싸이버원,Q
217330,싸이토젠,Q
004770,써니전자,P
217320,썬테크,X
208640,썸에이지,Q
222420,쎄노텍,Q
037760,쎄니트,Q
081180,쎄크,Q
099320,쎄트렉아이,Q
049960,쎌바이오텍,Q
088280,쏘닉스,Q
403550,쏘카,P
050890,쏠리드,Q
394800,쓰리빌리언,Q
177900,쓰리에이로직스,Q
475400,씨메스로보틱스,Q
109670,씨싸이트,Q
066790,씨씨에스,Q
222080,씨아이에스,Q
004920,씨아이테크,P
236030,씨알푸드,X
103660,씨앗,X
352480,씨앤씨인터내셔널,Q
245450,씨앤에스링크,X
264660,씨앤지하이테크,Q
352700,씨앤투스,Q
056730,CNT85,Q
458870,씨어스,Q
065770,CS,Q
297090,씨에스베어링,Q
083660,CSA 코스믹,Q
112610,씨에스윈드,P
900120,씨엑스아이,Q
359090,씨엔알리서치,Q
115530,씨엔플러스,Q
388210,씨엠티엑스,Q
115480,씨유메디칼,Q
376290,씨유테크,Q
189330,씨이랩,Q
000120,CJ대한통운,P
311690,CJ 바이오사이언스,Q
079160,CJ CGV,P
035760,CJ ENM,Q
097955,CJ제일제당 우,P
097950,CJ제일제당,P
051500,CJ프레시웨이,Q
096530,씨젠,Q
083790,CG인바이츠,Q
480370,씨케이솔루션,P
101240,씨큐브,Q
060590,씨티씨바이오,Q
308170,씨티알모빌리티,P
260930,씨티케이,Q
413630,씨피시스템,Q
013990,아가방컴퍼니,Q
123860,아나패스,Q
025980,아난티,Q
008700,아남전자,P
0015N0,아로마티카,Q
261780,아리바이오랩,Q
125210,아모그린텍,Q
090435,아모레퍼시픽우,P
090430,아모레퍼시픽,P
002795,아모레퍼시픽홀딩스우,P
00279K,아모레퍼시픽홀딩스3우C,P
002790,아모레퍼시픽홀딩스,P
052710,아모텍,Q
074430,아미노로직스,Q
092040,아미코젠,Q
083930,아바코,Q
149950,아바텍,Q
036010,아비코전자,Q
002030,아세아,P
183190,아세아시멘트,P
002310,아세아제지,P
050860,아세아텍,Q
012170,아센디오,P
136410,아셈스,Q
246720,아스타,Q
450950,아스테라시스,Q
067390,아스트,Q
159010,아스플로,Q
127710,아시아경제,Q
267850,아시아나IDT,P
020560,아시아나항공,P
227610,아우딘퓨쳐스,Q
331740,아우토크립트,Q
143160,아이디스,Q
054800,아이디스홀딩스,Q
332370,아이디피,Q
066430,아이로보틱스,Q
122900,아이마켓코리아,P
339950,아이비김영,Q
469750,아이비젼웍스,Q
467930,IBKS제23호스팩,Q
469480,IBKS제24호스팩,Q
0099X0,IBKS제25호스팩,Q
460470,아이빔테크놀로지,Q
099190,아이센스,Q
461300,아이스크림미디어,Q
289010,아이스크림에듀,Q
214430,아이쓰리시스템,Q
040910,아이씨디,Q
368600,아이씨에이치,Q
456010,아이씨티케이,Q
052860,아이앤씨,Q
464500,아이언디바이스,Q
010780,아이에스동서,P
095340,ISC,Q
212710,아이에스티이,Q
038880,아이에이,Q
307180,아이엘,Q
403810,아이엘로보틱스,X
101390,아이엠,Q
139130,iM금융지주,P
493280,아이엠바이오로직스,Q
461030,아이엠비디엑스,Q
052220,iMBC,Q
456570,아이엠지티,X
451220,아이엠티,Q
447690,아이오바이오,X
078860,아이오케이이엔엠,Q
090150,아이윈,Q
031310,아이즈비전,Q
462980,아이지넷,Q
185490,아이진,Q
059100,아이컴포넌트,Q
149010,아이케이세미콘,X
262840,아이퀘스트,Q
175250,아이큐어,Q
052460,아이크래프트,Q
119830,아이텍,Q
052770,아이톡시,Q
124500,아이티센글로벌,Q
031820,아이티센씨티에스,P
010280,아이티센엔텍,Q
243870,아이티센코어,X
232830,아이티센피엔에스,Q
372800,아이티아이즈,Q
084850,아이티엠반도체,Q
309710,아이티켐,Q
294870,IPARK현대산업개발,P
114840,아이패밀리에스씨,Q
139990,아주스틸,P
027360,아주IB투자,Q
032080,아즈텍WB,Q
013310,아진산업,Q
059120,아진엑스텍,Q
009320,아진전자부품,P
0007C0,아크릴,Q
203690,아크솔루션스,Q
158430,아톤,Q
200350,아티스트스튜디오,Q
321820,아티스트컴퍼니,Q
102950,아하,X
001540,안국약품,Q
053800,안랩,Q
251280,안지오랩,X
065660,안트로젠,Q
297570,알로이스,Q
001780,알루코,P
260660,알리코제약,Q
354320,알멕,Q
361570,알비더블유,Q
131370,알서포트,Q
140670,알에스오토메이션,Q
327260,RF머트리얼즈,Q
096610,알에프세미,Q
474610,RF시스템즈,Q
218410,RFHIC,Q
061040,알에프텍,Q
148250,알엔투테크놀로지,Q
123010,알엔티엑스,Q
476830,알지노믹스,Q
347860,알체라,Q
196170,알테오젠,Q
123750,알톤,Q
459550,알트,Q
085810,알티캐스트,Q
043100,알파AI,Q
117670,알파칩스,Q
314140,알피바이오,Q
291650,압타머사이언스,Q
293780,압타바이오,Q
018250,애경산업,P
161000,애경케미칼,P
390110,애니메디솔루션,X
310200,애니플러스,Q
179530,애드바이오텍,Q
397810,애드포러스,Q
0011A0,액스비스,Q
052790,액토즈소프트,Q
290740,액트로,Q
238090,앤디포스,Q
138360,앤로보틱스,Q
092600,앤씨앤,Q
129890,앱코,Q
174900,앱클론,Q
109960,앱토크롬,Q
270520,앱튼,Q
255440,야스,Q
030960,양지사,Q
102120,어보브반도체,Q
238120,얼라인드,Q
224810,엄지하우스,X
019990,에너토크,Q
011090,에넥스,P
435570,에르코스,Q
270660,에브리봇,Q
038680,에스넷,Q
137310,에스디바이오센서,P
217480,에스디생명공학,Q
121890,에스디시스템,Q
099220,SDN,Q
304360,에스바이오메딕스,Q
289080,SV인베스트먼트,Q
389500,에스비비테크,Q
003080,SB성보,P
019550,SBI인베스트먼트,Q
034120,SBS,P
042110,에스씨디,Q
246960,SCL사이언스,Q
065420,에스아이리소스,Q
270210,에스알바이오텍,X
103230,에스앤더블류,Q
260970,에스앤디,Q
101490,에스앤에스텍,Q
095910,에스에너지,Q
275630,에스에스알,Q
419530,SAMG엔터,Q
031330,에스에이엠티,Q
060540,에스에이티,Q
056190,에스에프에이,Q
036540,SFA반도체,Q
0008Z0,에스엔시스,Q
091340,S&K폴리텍,Q
005850,에스엘,P
246250,에스엘에스바이오,Q
063440,SM Life Design,Q
010580,에스엠벡셀,P
460870,에스엠씨지,Q
041510,에스엠,Q
048550,SM C&C,Q
464080,에스오에스랩,Q
109610,에스와이,Q
365330,에스와이스틸텍,Q
002170,SYTS,P
012750,에스원,P
306040,에스제이그룹,Q
033530,SJG세종,P
217910,에스제이켐,X
004060,SG세계물산,P
016250,SGC E&C,Q
184230,SGA솔루션즈,Q
040610,SG&G,Q
255220,SG,Q
398120,에스지헬스케어,Q
006125,SK디스커버리우,P
006120,SK디스커버리,P
302440,SK바이오사이언스,P
326030,SK바이오팜,P
475150,SK이터닉스,P
472230,에스케이증권제11호스팩,Q
473000,에스케이증권제12호스팩,Q
473950,에스케이증권제13호스팩,Q
000660,SK하이닉스,P
475660,에스켐,Q
096630,에스코넥,Q
0070X0,에스테크엠,X
069510,에스텍,Q
488280,에스투더블유,Q
234300,에스트래픽,Q
039440,에스티아이,Q
098660,에스티오,Q
052020,에스티큐브,Q
237690,에스티팜,Q
458350,에스팀,Q
050760,에스폴리텍,Q
288620,에스프리즘,Q
000390,SP삼화,P
443670,에스피소프트,Q
317830,에스피시스템스,Q
058610,에스피지,Q
043340,에쎈테크,Q
023960,에쓰씨엔지니어링,P
163280,에어레인,Q
298690,에어부산,P
200710,에이디테크놀로지,Q
475580,에이럭스,Q
096690,에이루트,Q
078520,에이블씨엔씨,P
298380,에이비엘바이오,Q
203400,에이비온,Q
195990,에이비프로바이오,Q
003800,에이스침대,Q
088800,에이스테크,Q
241840,에이스토리,Q
364950,에이아이코리아,Q
453860,에이에스텍,Q
312610,에이에프더블류,Q
015260,에이엔피,P
172670,에이엘티,Q
234070,에이원큐브텍,X
481070,에이유브랜즈,Q
140910,에이리츠,P
060900,에이전트AI,Q
445090,에이직랜드,Q
267270,HD건설기계,P
039570,HDC랩스,P
089470,HDC현대EP,P
009540,HD한국조선해양,P
443060,HD현대마린솔루션,P
071970,HD현대마린엔진,P
267250,HD현대,P
322000,HD현대에너지솔루션,P
267260,HD현대일렉트릭,P
329180,HD현대중공업,P
295310,에이치브이엠,Q
297890,HB솔루션,Q
440290,HB인베스트먼트,Q
078150,HB테크놀러지,Q
072990,에이치시티,Q
225530,HC보광산업,Q
060560,HC홈센타,Q
036640,HRS,Q
002460,HS화성,P
487570,HS효성,P
298050,HS효성첨단소재,P
044990,에이치엔에스하이텍,Q
028300,HLB,Q
003580,HLB글로벌,P
278650,HLB바이오스텝,Q
067630,HLB생명과학,Q
187420,HLB제넥스,Q
047920,HLB제약,Q
115450,HLB테라퓨틱스,Q
046210,HLB파나진,Q
196300,HLB펩,Q
239610,에이치엘사이언스,Q
036170,에이치엠넥스,Q
477340,에이치엠씨제7호스팩,Q
011200,HMM,P
148930,에이치와이티씨,Q
376270,HEM파마,Q
044780,에이치케이,Q
195940,HK이노엔,Q
403870,HPSP,Q
357230,에이치피오,Q
355690,에이텀,Q
071670,에이테크솔루션,Q
045660,에이텍,Q
224110,에이텍모빌리티,Q
021080,에이티넘인베스트,Q
200470,에이팩트,Q
207490,에이펙스인텍,X
262260,에이프로,Q
003060,에이프로젠바이오로직스,P
007460,에이프로젠,P
397030,에이프릴바이오,Q
244920,에이플러스에셋,P
265520,AP시스템,Q
278470,에이피알,P
054620,APS,Q
211270,AP위성,Q
0009K0,에임드바이오,Q
230240,에치에프알,Q
159910,에코글로우,Q
230360,에코마케팅,Q
097780,에코볼트,Q
038870,에코심플렉스,Q
448280,에코아이,Q
101360,에코앤드림,Q
128540,에코캡,Q
086520,에코프로,Q
450080,에코프로머티,P
247540,에코프로비엠,Q
383310,에코프로에이치엔,Q
038110,에코플라스틱,Q
073540,에프알텍,Q
064850,에프앤가이드,Q
214270,FSN,Q
036810,에프에스티,Q
173940,에프엔씨엔터,Q
083500,에프엔에스테크,Q
446440,에피바이오텍,X
317530,에피소드컴퍼니,Q
054940,엑사이엔씨,Q
950130,엑세스바이오,Q
373110,엑셀세라퓨틱스,Q
205100,엑셈,Q
356680,엑스게이트,Q
070300,엑스큐어,Q
317770,엑스페릭스,Q
373200,엑스플러스,Q
069920,엑시온그룹,Q
092870,엑시콘,Q
019490,엑시큐어하이트론,P
059180,엔더블유시,X
317870,엔바이오니아,Q
067570,엔브이에이치코리아,Q
0004V0,엔비알모션,Q
236810,엔비티,Q
140610,엔솔바이오사이언스,X
333620,엔시스,Q
101400,엔시트론,Q
036570,NC,P
475230,엔알비,Q
224760,엔에스컴퍼니,X
451700,엔에이치스팩29호,Q
481890,엔에이치스팩31호,Q
0054V0,엔에이치스팩32호,Q
0130H0,엔에이치스팩33호,Q
104200,NHN벅스,Q
060250,NHN KCP,Q
400760,NH올원리츠,P
005945,NH투자증권우,P
005940,NH투자증권,P
265740,엔에프씨,Q
053290,NE능률,Q
354200,엔젠바이오,Q
455900,엔젤로보틱스,Q
419080,엔젯,Q
093510,엔지브이아이,X
183490,엔지켐생명과학,Q
085310,엔케이,P
182400,엔케이젠바이오텍코리아,Q
348370,엔켐,Q
069410,엔텔스,Q
227950,엔투텍,Q
291230,엔피,Q
222160,NPX,Q
048830,엔피케이,Q
096870,엘디티,Q
276240,엘리비젼,X
900140,엘브이엠씨홀딩스,P
061970,LB세미콘,Q
309960,LB인베스트먼트,Q
290650,엘앤씨바이오,Q
066970,엘앤에프,P
156100,엘앤케이바이오,Q
0041J0,엘에스스팩1호,Q
060370,LS마린솔루션,Q
417200,LS머트리얼즈,Q
078020,LS증권,Q
322180,LS티라유텍,Q
311060,엘에이티,X
108675,LX하우시스우,P
108670,LX하우시스,P
38380K,LX홀딩스1우,P
383800,LX홀딩스,P
073110,엘엠에스,Q
083310,엘오티베큠,Q
064400,LG씨엔에스,P
037560,LG헬로비전,P
037950,엘컴텍,Q
225190,LK삼양,Q
489500,엘케이켐,Q
170920,엘티씨,Q
476080,M83,Q
058630,엠게임,Q
226590,엠디바이스,Q
058970,엠로,Q
097520,엠씨넥스,P
373170,엠아이큐브솔루션,Q
179290,엠아이텍,Q
484870,엠앤씨솔루션,P
009780,엠에스씨,Q
123040,엠에스오토텍,Q
432980,엠에프씨,Q
007820,엠엑스로보틱스,Q
347890,엠엑스온,Q
413390,엠오티,Q
032790,엠젠솔루션,Q
033160,엠케이전자,Q
033310,엠투엔,Q
259630,엠플러스,Q
105550,엣지파운드리,Q
060850,영림원소프트랩,Q
014440,영보화학,P
143540,영우디에스피,Q
111770,영원무역,P
009970,영원무역홀딩스,P
003520,영진약품,P
000670,영풍,P
012280,영화금속,P
265560,영화테크,Q
012160,영흥,P
036000,예림당,Q
250930,예선테크,Q
053280,예스24,Q
122640,예스티,Q
476040,오가노이드사이언스,Q
900300,오가닉티코스메틱,Q
212310,오건에코텍,X
045060,오공,Q
192410,오늘이엔엠,Q
080520,오디텍,Q
007310,오뚜기,P
039830,오로라,Q
322310,오로스테크놀로지,Q
046120,오르비텍,Q
475830,오름테라퓨틱,Q
014940,오리엔탈정공,Q
002630,오리엔트바이오,P
065500,오리엔트정공,Q
271560,오리온,P
001800,오리온홀딩스,P
010470,오리콤,Q
417860,오브젠,Q
352910,오비고,Q
053980,오상자이엘,Q
036220,오상헬스케어,Q
052420,오성첨단소재,Q
332190,오션스바이오,X
052300,오션인더블유,Q
039200,오스코텍,Q
031510,오스템,Q
010060,OCI홀딩스,P
342870,오아,Q
368970,오에스피,Q
138080,오이솔루션,Q
080580,오킨스전자,Q
067170,오텍,Q
353590,오토앤,Q
173130,오파스넷,Q
049480,오픈베이스,Q
394280,오픈엣지테크놀로지,Q
476060,온코닉테라퓨틱스,Q
382150,온코크로스,Q
005320,온타이드,P
244460,올리패스,Q
226950,올릭스,Q
057540,옴니시스템,Q
131030,옵투스제약,Q
082210,옵트론텍,Q
109080,옵티시스,Q
380540,옵티코어,Q
153710,옵티팜,Q
051390,YW,Q
432430,와이랩,Q
338840,와이바이오로직스,Q
057030,YBM넷,Q
122990,와이솔,Q
232140,와이씨,Q
112290,와이씨켐,Q
065530,와이어블,Q
067900,와이엔텍,Q
007530,와이엠,Q
155650,와이엠씨,Q
273640,와이엠텍,Q
251370,와이엠티,Q
209640,와이제이링크,Q
096250,와이즈넛,Q
273060,와이즈버즈,Q
019210,와이지-원,Q
122870,와이지엔터테인먼트,Q
037270,YG PLUS,P
011690,와이투솔루션,P
040300,YTN,Q
079000,와토스코리아,Q
316140,우리금융지주,P
032820,우리기술,Q
041190,우리기술투자,Q
115440,우리넷,Q
046970,우리로,Q
082850,우리바이오,Q
215360,우리산업,Q
072470,우리산업홀딩스,Q
073560,우리손에프앤지,Q
037400,우리엔터프라이즈,Q
153490,우리이앤엘하루틴,Q
101170,우림피티에스,Q
011300,우성머티리얼스,P
006980,우성,P
017370,우신시스템,P
103840,우양,Q
101970,우양에이치씨,Q
046940,우원개발,Q
215380,우정바이오,Q
065680,우주일렉트로,Q
105840,우진,P
018620,우진비앤지,Q
010400,우진아이엔에스,P
457550,우진엔텍,Q
049800,우진플라임,P
016880,웅진,P
095720,웅진씽크빅,P
396470,워트,Q
005820,원림,P
307280,원바이오젠,Q
032940,원익,Q
104830,원익머트리얼즈,Q
240810,원익IPS,Q
014190,원익큐브,Q
074600,원익QnC,Q
217820,원익피앤이,Q
030530,원익홀딩스,Q
012620,원일특강,Q
136150,원일티엔아이,Q
382840,원준,Q
336570,원텍,Q
376980,원티드랩,Q
122830,원포유,X
008370,원풍,Q
008290,원풍물산,Q
101160,월덱스,Q
336060,웨이버스,Q
095270,웨이브일렉트로,Q
289930,웨이비스,Q
065950,웰크론,Q
076080,웰크론한텍,Q
043590,웰킵스하이텍,Q
196700,웹스,Q
069080,웹젠,Q
053580,웹케시,Q
479960,위너스일렉,Q
044340,위닉스,Q
330350,위더스제약,Q
348350,위드텍,Q
112040,위메이드,Q
101730,위메이드맥스,Q
123420,위메이드플레이,Q
065370,위세아이텍,Q
140660,위월드,X
038620,위즈코프,Q
299900,위지윅스튜디오,Q
036090,위지트,Q
459100,위츠,Q
136540,윈스테크넷,Q
097800,윈팩,Q
192390,윈하이텍,Q
008600,윌비스,P
335870,윙스풋,Q
900340,윙입푸드,Q
014830,유니드,P
446070,유니드비티플러스,P
036200,유니셈,Q
018000,유니슨,Q
047400,유니온머티리얼,P
203450,유니온바이오메트릭스,Q
000910,유니온,P
011330,유니켐,P
077500,유니퀘스트,P
011320,유니크,Q
086390,유니테스트,Q
241690,유니테크노,Q
142210,유니트론텍,Q
121060,유니포인트,X
389680,유디엠텍,Q
088340,유라클,Q
048430,유라테크,Q
206650,유바이오로직스,Q
089850,유비벨록스,Q
495810,유비씨,X
084440,유비온,Q
264450,유비쿼스,Q
078070,유비쿼스홀딩스,Q
002920,유성기업,P
024800,유성티엔에스,Q
000700,유수홀딩스,P
054930,유신,Q
069330,유아이디,Q
049520,유아이엘,Q
473050,유안타제15호스팩,Q
474490,유안타제16호스팩,Q
493790,유안타제17호스팩,Q
003475,유안타증권우,P
003470,유안타증권,P
263770,유에스티,Q
337840,유엑스엔,X
072130,유엔젤,P
000225,유유제약1우,P
000227,유유제약2우B,P
000220,유유제약,P
388720,유일로보틱스,Q
340930,유일에너테크,Q
023410,유진기업,Q
468760,유진스팩10호,Q
488060,유진스팩11호,Q
0105P0,유진스팩12호,Q
056080,유진로봇,Q
084370,유진테크,Q
240600,유진테크놀로지,Q
001200,유진투자증권,P
179900,유티아이,Q
263050,유틸렉스,Q
000105,유한양행우,P
000100,유한양행,P
003465,유화증권우,P
003460,유화증권,P
191410,육일씨엔에쓰,Q
372170,윤성에프앤씨,Q
146060,율촌,Q
008730,율촌화학,P
008250,이건산업,P
039020,이건홀딩스,Q
025820,이구산업,P
067920,이글루,Q
044960,이글벳,Q
303530,이노뎁,Q
302430,이노메트리,Q
279060,이노벡스,X
214320,이노션,P
462350,이노스페이스,Q
274400,이노시뮬레이션,Q
296640,이노에이엑스,Q
215790,이노인스트루먼트,Q
344860,이노진,Q
333050,이노테나,Q
469610,이노테크,Q
088390,이녹스,Q
272290,이녹스첨단소재,Q
053350,이니텍,Q
452400,이닉스,Q
264850,이랜시스,Q
054210,이랜텍,Q
009730,이렘,Q
065440,이루온,Q
088260,이리츠코크렙,P
139480,이마트,P
424870,이뮨온시아,Q
115610,이미지스,Q
478110,이베스트스팩6호,Q
131400,이브이첨단소재,Q
208850,이비테크,X
351330,이삭엔지니어링,Q
080010,이상네트웍스,Q
379390,이성씨엔아이,X
